,manufacturer,main_type,built_year,first_registration_date,has_all_wheel_drive,horsepower,handover_key_count,length,width,height,mileage,kw,price,evaluation_datetime,fuel,gear,ac,gps,color
1554,Citroen,500,  2004_year ,2004-03-18,,127.0,1,3602.0,2257.0,1415,232698.0,94.0,1118,2018-06-17 19:43:27,Benzin,Manual,Auto,,red
1555,Citroen,M-Klasse,  2009_year ,2009-10-28,,139.0,2,3900.0,2182.0,1421,70566.0,103.0,5929,2018-05-14 13:09:07,Benzin,Manual,Manual,,white
1556,Skoda,fortwo,  2005_year ,2006-01-27,,163.0,2,3690.0,2455.0,1480,204956.0,120.0,836,2018-05-28 10:55:02,Diesel,Manual,Auto,,silver
1557,BMW,i30,  2008_year ,2009-11-17,,67.0,1,3580.0,2231.0,1833,148644.0,49.0,4746,2018-05-20 09:43:18,Diesel,Manual,Manual,,red
1558,Land Rover,C-Max,  2007_year ,2007-11-05,,117.0,2,3561.0,1975.0,1423,114130.0,86.0,4920,2018-06-03 16:34:46,Benzin,Manual,Auto,,silver
1559,Suzuki,Touran,  2015_year ,2015-11-30,,88.0,2,3688.0,2194.0,1540,71192.0,64.0,10627,2018-07-22 10:37:46,Diesel,Manual,Manual,Big,brown
1560,Citroen,M-Klasse,  2008_year ,2008-07-04,,133.0,2,3940.0,2283.0,1411,100933.0,98.0,7926,2018-06-13 11:10:56,Benzin,Manual,Auto,Big,red
1561,Honda,Zafira,  2002_year ,2002-03-27,,120.0,1,3690.0,2372.0,1510,181416.0,88.0,784,2018-06-12 10:52:17,Benzin,Manual,Auto,,black
1562,Land Rover,A5,  2012_year ,2013-02-19,,171.0,2,3918.0,2129.0,1436,179217.0,125.0,10615,2018-04-29 09:12:46,Diesel,Auto_or_Hybrid,Auto,Big,red
1563,Seat,Leon,  2003_year ,2002-12-13,1.0,184.0,2,3696.0,2210.0,1743,189689.0,135.0,6259,2018-06-08 17:13:24,Benzin,Auto_or_Hybrid,Manual,,silver
1564,BMW,V 50,  2011_year ,2011-07-14,1.0,317.0,2,4124.0,2126.0,1709,133221.0,233.0,22972,2018-06-02 10:54:27,,Auto_or_Hybrid,Auto,Big,brown
1565,Citroen,Qashqai,  2011_year ,2011-10-11,1.0,295.0,2,3976.0,1837.0,1661,160787.0,217.0,15255,2018-04-20 13:02:29,Diesel,Auto_or_Hybrid,Auto,Big,gray
1566,Kia,A6,  2008_year ,2008-07-30,,156.0,2,3508.0,2294.0,1500,151027.0,114.0,2134,2018-06-18 12:21:09,Diesel,Auto_or_Hybrid,Auto,,silver
1567,Dacia,307,  2008_year ,2008-09-23,,83.0,2,3651.0,2093.0,1498,70228.0,61.0,3210,2018-06-21 11:30:43,Benzin,Manual,Manual,,brown
1568,Citroen,B-Klasse,  2010_year ,2012-08-10,1.0,367.0,2,3913.0,1999.0,1776,70902.0,270.0,20725,2018-06-23 14:04:04,Benzin,Auto_or_Hybrid,Auto,,white
1569,Fiat,5er,  2008_year ,2009-02-24,,126.0,2,3603.0,2180.0,1604,67063.0,92.0,6875,2018-08-09 10:30:42,Diesel,Auto_or_Hybrid,Manual,,brown
1570,Honda,Zafira,  2005_year ,2005-05-30,,194.0,2,3727.0,2071.0,1424,187883.0,143.0,1757,2018-08-14 15:11:13,Benzin,Manual,Auto,Big,red
1571,BMW,206,  2007_year ,2007-02-27,,93.0,2,3703.0,2080.0,1467,235136.0,69.0,2211,2018-08-02 09:11:11,Diesel,Manual,Manual,,red
1572,BMW,5,  2010_year ,2010-03-18,,148.0,2,3750.0,2164.0,1635,145799.0,109.0,9150,2018-06-05 15:59:18,Diesel,Auto_or_Hybrid,Auto,Big,red
1573,Citroen,500,  2009_year ,2009-06-16,,247.0,2,3889.0,1903.0,1440,131887.0,182.0,13724,2018-06-27 10:50:26,Diesel,Auto_or_Hybrid,Auto,Big,silver
1574,Citroen,207,  2007_year ,2007-05-04,,175.0,1,3598.0,2087.0,1491,297095.0,128.0,3290,2018-11-02 10:33:49,Diesel,Auto_or_Hybrid,Auto,Big,red
1575,Fiat,5er,  2012_year ,2012-05-24,,159.0,2,4110.0,2122.0,1557,51511.0,118.0,13877,2018-05-31 11:37:18,Benzin,Auto_or_Hybrid,Auto,Big,white
1576,Fiat,C-Klasse,  2001_year ,2001-08-23,,192.0,1,3673.0,2158.0,1426,210391.0,141.0,901,2018-06-01 18:09:16,Benzin,Manual,Auto,Big,brown
1577,MINI,Astra,  2012_year ,2012-12-05,0.0,190.0,2,4126.0,1981.0,1365,92379.0,140.0,17740,2018-07-02 12:41:11,Diesel,Manual,Auto,Big,gray
1578,Citroen,M-Klasse,  2011_year ,2012-03-08,,204.0,2,3952.0,2247.0,1421,103433.0,149.0,11888,2018-06-18 13:37:59,Diesel,Auto_or_Hybrid,Auto,Big,black
1579,Kia,Golf V,  2012_year ,2012-11-05,,157.0,2,3611.0,2028.0,1498,223938.0,116.0,6469,2018-05-14 15:55:43,Diesel,Manual,Auto,Big,red
1580,Land Rover,A5,  2003_year ,2003-02-27,,138.0,2,3536.0,2172.0,1428,407096.0,102.0,1706,2018-10-07 18:16:05,Diesel,Manual,Auto,,red
1581,Land Rover,Civic,  2006_year ,2006-04-20,1.0,174.0,2,3649.0,2227.0,1463,267841.0,128.0,4029,2018-06-07 09:11:53,Diesel,Auto_or_Hybrid,Auto,Big,red
1582,Kia,Evoque,  2013_year ,2013-03-21,,173.0,2,3778.0,2183.0,1488,35477.0,127.0,10992,2018-05-20 13:16:30,Benzin,Manual,Auto,,purple
1583,Dacia,Kuga,  2002_year ,2003-10-10,,105.0,2,3671.0,2409.0,1413,294687.0,78.0,1400,2018-04-10 11:00:43,Diesel,Manual,Auto,,red
1584,BMW,Q5,  2012_year ,2012-05-22,,89.0,2,3701.0,2296.0,1480,83615.0,66.0,9417,2018-05-14 14:49:17,Benzin,Manual,Auto,,purple
1585,Land Rover,C-Max,  2008_year ,2008-12-16,1.0,148.0,2,3539.0,2294.0,1421,111972.0,109.0,3949,2018-08-25 14:56:02,Diesel,Manual,Auto,Big,purple
1586,Citroen,M-Klasse,  2017_year ,2017-04-12,,144.0,2,3985.0,1875.0,1440,19658.0,105.0,18286,2018-06-30 12:15:36,Diesel,Manual,Auto,Big,red
1587,Fiat,C5,  2010_year ,2010-12-06,,172.0,2,4055.0,1867.0,1464,112285.0,126.0,11058,2018-09-14 11:21:17,Diesel,Auto_or_Hybrid,Auto,Big,red
1588,Land Rover,A5,  2013_year ,2013-09-16,,138.0,2,3823.0,1984.0,1436,92220.0,101.0,13273,2018-06-28 15:05:31,Diesel,Manual,Auto,Big,brown
1589,BMW,Twingo,  2011_year ,2011-04-08,,109.0,2,3804.0,1970.0,1683,157182.0,80.0,8437,2018-07-09 17:08:28,Diesel,Manual,Auto,Big,red
1590,Hyundai,Meriva,  2006_year ,2006-01-31,,95.0,2,3610.0,2289.0,1530,116814.0,70.0,3588,2018-05-23 10:39:56,Benzin,Manual,Auto,,red
1591,BMW,i30,  2007_year ,2007-07-10,,103.0,2,3428.0,2300.0,1833,250758.0,75.0,1785,2018-04-16 15:28:12,Diesel,Auto_or_Hybrid,Manual,,black
1592,Land Rover,V 70,  2009_year ,2009-10-14,1.0,229.0,2,3990.0,1816.0,1653,115240.0,169.0,13520,2018-06-22 14:50:13,Benzin,Manual,Auto,Big,white
1593,Kia,Evoque,  2009_year ,2009-08-13,,82.0,2,3676.0,2365.0,1488,111183.0,61.0,1870,2018-05-26 11:13:06,Benzin,Manual,Manual,,purple
1594,BMW,5,  2010_year ,2010-03-01,,117.0,2,3673.0,2067.0,1635,211670.0,86.0,4903,2018-04-26 13:27:37,Diesel,Manual,Manual,Big,brown
1595,Fiat,C-Klasse,  2007_year ,2007-06-07,,180.0,2,3866.0,2113.0,1447,115184.0,131.0,6752,2018-09-26 11:33:32,Benzin,Manual,Auto,Big,red
1596,BMW,CR-V,  2006_year ,2007-01-23,,83.0,1,3542.0,2280.0,1479,137416.0,61.0,2520,2018-05-31 12:52:28,Benzin,Manual,Auto,,brown
1597,Ford,cee'd,  2010_year ,2011-01-25,,119.0,1,3603.0,2094.0,1670,141312.0,88.0,6364,2018-04-14 15:14:45,Diesel,Manual,Manual,Big,brown
1598,Suzuki,Touran,  2008_year ,2008-11-26,,117.0,1,3808.0,2162.0,1496,72913.0,86.0,3191,2018-05-12 15:15:58,Benzin,Auto_or_Hybrid,Auto,,brown
1599,BMW,Q5,  2010_year ,2010-11-05,,188.0,2,3836.0,1877.0,1469,44740.0,138.0,13879,2018-07-01 09:20:12,Benzin,Manual,Auto,,white
1600,Audi,RAV 4,  2016_year ,2016-08-16,1.0,158.0,2,4134.0,1907.0,1689,28504.0,116.0,17228,2018-05-02 17:43:34,Diesel,Auto_or_Hybrid,Auto,Big,brown
1601,Audi,Avensis,  2007_year ,2007-11-30,,120.0,2,3767.0,2297.0,1500,194149.0,88.0,3905,2018-10-14 14:17:16,Diesel,Manual,Auto,,brown
1602,Fiat,Octavia,  2001_year ,2001-08-07,,139.0,2,3489.0,2435.0,1589,206208.0,102.0,362,2018-06-07 15:53:23,Benzin,Manual,Manual,,brown
1603,Audi,1er,  2007_year ,2007-11-21,,207.0,2,3794.0,2113.0,1447,93514.0,153.0,5721,2018-06-08 17:05:08,Benzin,Manual,Manual,,red
1604,BMW,3er,  2001_year ,2001-02-23,,96.0,2,3433.0,2207.0,1439,253300.0,70.0,665,2018-05-15 10:27:26,Benzin,Manual,,,red
1605,Land Rover,Clio,  2013_year ,2013-03-12,,225.0,2,4042.0,2012.0,1372,65418.0,166.0,20714,2018-07-08 15:55:48,Benzin,Auto_or_Hybrid,Auto,Big,red
1606,Suzuki,Touran,  2007_year ,2007-09-05,,104.0,2,3443.0,2434.0,1471,157960.0,76.0,868,2018-07-12 15:34:17,Benzin,Manual,Auto,,black
1607,Kia,A6,  2005_year ,2005-09-27,,185.0,2,3722.0,2109.0,1500,120873.0,135.0,2744,2018-05-01 12:20:21,Diesel,Manual,Auto,Big,red
1608,Land Rover,A5,  2009_year ,2009-02-26,,144.0,2,3643.0,2105.0,1436,134209.0,106.0,6478,2018-05-08 16:36:28,Benzin,Manual,Auto,,silver
1609,Fiat,C-Klasse,  2014_year ,2014-11-06,,176.0,2,4284.0,2017.0,1457,34767.0,131.0,23161,2018-05-29 18:23:04,Benzin,Auto_or_Hybrid,Auto,Big,silver
1610,BMW,i30,  2008_year ,2008-11-04,,113.0,2,3830.0,2225.0,1833,191272.0,83.0,5139,2018-05-15 09:32:14,Benzin,Manual,Manual,,black
1611,Opel,ix35,  2011_year ,2011-03-16,,83.0,2,3667.0,2013.0,1470,69232.0,61.0,4347,2018-09-07 09:23:46,Benzin,Manual,Manual,,red
1612,Mercedes-Benz,Caddy,  2011_year ,2011-08-30,,68.0,2,3668.0,2241.0,1565,42437.0,51.0,4025,2018-05-12 09:44:45,Benzin,Auto_or_Hybrid,Auto,,purple
1613,Ford,cee'd,  2013_year ,2013-06-27,,146.0,2,3804.0,1959.0,1670,51724.0,107.0,9063,2018-06-30 15:41:14,Benzin,Manual,Auto,,brown
1614,BMW,Insignia,  2012_year ,2013-02-07,,109.0,2,3819.0,2058.0,1516,78167.0,80.0,11323,2018-05-11 10:16:25,Benzin,Manual,Auto,Big,silver
1615,Kia,A4,  2006_year ,2006-04-24,,85.0,1,3567.0,2245.0,1460,273389.0,63.0,1367,2018-08-29 15:34:25,Diesel,Manual,Manual,,purple
1616,Fiat,C5,  2006_year ,2006-12-14,,193.0,2,3683.0,2355.0,1499,327416.0,141.0,4436,2018-07-03 14:00:48,Diesel,Auto_or_Hybrid,Auto,Big,silver
1617,Toyota,Vectra,  2011_year ,2011-09-01,,72.0,2,3822.0,2173.0,1445,76919.0,52.0,3933,2018-08-04 18:12:51,Benzin,Manual,Manual,,brown
1618,Porsche,Golf VI,  2009_year ,2009-04-06,,76.0,2,3751.0,2123.0,1490,202371.0,56.0,1938,2018-07-08 12:48:57,Benzin,Manual,Manual,,purple
1619,Kia,Fiesta,  2002_year ,2003-05-20,,126.0,2,3698.0,2116.0,1684,217231.0,92.0,1128,2018-05-08 08:53:19,Benzin,Manual,Manual,,silver
1620,Fiat,C-Klasse,  2009_year ,2009-05-26,,145.0,2,3834.0,2325.0,1463,262358.0,107.0,5211,2018-06-28 11:47:08,Diesel,Auto_or_Hybrid,Auto,Big,red
1621,Kia,Evoque,  2010_year ,2010-08-18,,93.0,2,3595.0,2068.0,1488,90738.0,68.0,1937,2018-06-02 10:33:43,Diesel,Manual,Manual,,brown
1622,Seat,X5,  2011_year ,2011-05-05,1.0,218.0,2,4009.0,1992.0,1713,109366.0,161.0,14580,2018-09-24 16:35:53,Diesel,Auto_or_Hybrid,Auto,Big,red
1623,Land Rover,Clio,  2009_year ,2009-08-07,,206.0,2,4028.0,1931.0,1372,98872.0,152.0,13851,2018-07-05 11:29:59,Benzin,Auto_or_Hybrid,Auto,Big,white
1624,Land Rover,A5,  2001_year ,2001-06-08,,109.0,2,3558.0,2341.0,1421,83602.0,80.0,1743,2018-05-12 11:20:07,Benzin,Manual,Auto,,brown
1625,Dacia,Kuga,  2013_year ,2013-11-08,,138.0,2,4057.0,2048.0,1450,115117.0,101.0,12697,2018-07-06 16:08:58,Diesel,Auto_or_Hybrid,Auto,Big,red
1626,Porsche,Golf Plus,  2017_year ,2017-05-22,,77.0,2,3941.0,1948.0,1488,25203.0,56.0,13382,2018-11-02 18:57:29,Benzin,Manual,Auto,,purple
1627,Toyota,Vectra,  2013_year ,2013-07-15,,108.0,2,3779.0,2074.0,1428,48758.0,79.0,7150,2018-07-26 15:28:23,Benzin,Manual,Auto,Big,white
1628,BMW,CR-V,  2008_year ,2008-03-03,,128.0,2,3734.0,2336.0,1513,150353.0,94.0,3458,2018-07-20 13:44:46,Benzin,Manual,Auto,,white
1629,BMW,Q5,  2009_year ,2009-09-21,,147.0,2,3817.0,2209.0,1480,206362.0,109.0,3873,2018-07-18 15:18:02,Benzin,Auto_or_Hybrid,Manual,,purple
1630,Kia,A4,  2013_year ,2013-10-21,,171.0,2,3659.0,2218.0,1535,124917.0,126.0,8310,2018-05-28 16:52:54,Diesel,Manual,Auto,Big,red
1631,BMW,CR-V,  2007_year ,2007-10-15,,220.0,2,3875.0,2278.0,1466,67986.0,162.0,7960,2018-08-19 12:05:13,Benzin,Manual,Auto,Big,brown
1632,Nissan,Superb,  2010_year ,2010-03-18,0.0,146.0,2,3795.0,2277.0,1675,220784.0,107.0,9221,2018-10-28 19:08:40,Benzin,Auto_or_Hybrid,Auto,,white
1633,Smart,Punto,  2013_year ,2013-04-19,,83.0,2,3667.0,2053.0,1407,115862.0,61.0,8386,2018-04-24 12:25:15,Diesel,Manual,Auto,,red
1634,Mercedes-Benz,Caddy,  2015_year ,2016-02-04,,78.0,2,3848.0,2325.0,1555,27482.0,58.0,8380,2018-09-10 10:55:13,Benzin,Manual,Auto,Big,brown
1635,BMW,Insignia,  2013_year ,2013-07-08,,128.0,2,3905.0,1860.0,1516,58773.0,95.0,10781,2018-04-27 13:30:32,Benzin,Manual,Auto,,brown
1636,Fiat,C5,  2004_year ,2004-12-22,,148.0,1,3649.0,2168.0,1496,365102.0,108.0,1728,2018-06-05 14:50:16,Diesel,Auto_or_Hybrid,Auto,Big,red
1637,BMW,Insignia,  2007_year ,2007-02-14,,169.0,2,3583.0,2362.0,1517,206493.0,125.0,3237,2018-07-10 19:40:46,Diesel,Auto_or_Hybrid,Auto,Big,red
1638,Skoda,fortwo,  2007_year ,2007-09-27,,109.0,2,3618.0,2103.0,1435,150437.0,80.0,3562,2018-05-31 09:34:55,Benzin,Manual,Auto,Mobile,purple
1639,BMW,Insignia,  2002_year ,2002-06-20,,104.0,2,3627.0,2125.0,1462,203308.0,77.0,1876,2018-08-24 13:17:53,Diesel,Auto_or_Hybrid,Auto,Big,purple
1640,Hyundai,Meriva,  2007_year ,2008-04-17,,127.0,2,3601.0,2109.0,1530,99674.0,94.0,3419,2018-06-04 10:22:29,Benzin,Manual,Manual,,red
1641,Land Rover,A5,  2003_year ,2003-06-27,,187.0,2,3505.0,2258.0,1428,196449.0,138.0,2970,2018-08-13 11:58:45,Benzin,Manual,Auto,,red
1642,Nissan,Duster,  2007_year ,2007-02-05,,94.0,2,3806.0,2167.0,1430,95013.0,70.0,3465,2018-05-31 15:33:16,Benzin,Auto_or_Hybrid,Auto,,red
1643,Honda,911,  2012_year ,2012-03-29,,119.0,2,3810.0,2193.0,1397,24374.0,88.0,9760,2018-07-05 17:57:38,Benzin,Manual,Auto,,red
1644,Dacia,307,  2002_year ,2002-08-07,,69.0,2,3634.0,2426.0,1451,222397.0,51.0,338,2018-06-04 13:31:12,Benzin,Manual,Manual,,brown
1645,Dacia,Yeti,  2011_year ,2011-02-09,,118.0,2,3708.0,2208.0,1691,95047.0,87.0,7752,2018-06-06 13:28:03,Benzin,Manual,Manual,,red
1646,Suzuki,Touran,  2011_year ,2011-05-10,,169.0,2,3707.0,1997.0,1700,53219.0,125.0,6587,2018-04-24 09:35:12,Benzin,Auto_or_Hybrid,Auto,,red
1647,Skoda,fortwo,  2006_year ,2006-06-19,,118.0,2,3573.0,2405.0,1435,181641.0,87.0,2662,2018-07-17 12:43:32,Benzin,Manual,Auto,,brown
1648,Seat,Yaris,  2006_year ,2006-01-31,,107.0,2,3552.0,2122.0,1452,216381.0,79.0,1753,2018-05-05 17:05:33,Benzin,Manual,Auto,,black
1649,Land Rover,C-Max,  2005_year ,2005-04-22,,205.0,2,3676.0,2028.0,1421,134643.0,151.0,4564,2018-04-10 13:52:40,Benzin,Auto_or_Hybrid,Auto,,purple
1650,Fiat,Octavia,  2003_year ,2003-08-04,,95.0,2,3568.0,2063.0,1575,161754.0,70.0,367,2018-05-13 10:07:56,Diesel,Manual,Manual,,red
1651,Citroen,Qashqai,  2011_year ,2011-02-25,1.0,168.0,2,3861.0,2093.0,1661,225245.0,123.0,10365,2018-04-22 14:22:33,Diesel,Auto_or_Hybrid,Auto,,red
1652,Citroen,500,  2009_year ,2009-02-19,,141.0,2,3528.0,2012.0,1418,270183.0,104.0,3861,2018-07-20 11:29:46,Diesel,Manual,Auto,,brown
1653,Land Rover,A5,  2006_year ,2006-07-06,,151.0,2,3694.0,2004.0,1428,130880.0,111.0,5146,2018-06-03 15:26:21,Benzin,Manual,Auto,,red
1654,Audi,1er,  2005_year ,2005-06-23,,112.0,2,3503.0,2115.0,1497,63027.0,83.0,2437,2018-04-24 15:16:47,Benzin,Manual,Manual,,brown
1655,Land Rover,C-Max,  2009_year ,2010-04-16,,100.0,2,3611.0,2035.0,1423,109183.0,73.0,8702,2018-07-18 13:57:29,Diesel,Manual,Auto,,brown
1656,Audi,1er,  2006_year ,2006-03-09,,114.0,2,3731.0,2278.0,1501,167359.0,84.0,1332,2018-06-09 15:22:39,Benzin,Manual,Auto,,brown
1657,Land Rover,C-Max,  2001_year ,2001-10-19,,151.0,2,3611.0,2375.0,1427,196774.0,111.0,1107,2018-06-17 18:18:05,Benzin,Manual,Auto,,purple
1658,Opel,Ibiza,  2007_year ,2007-10-01,,114.0,2,3670.0,2325.0,1467,105520.0,85.0,2444,2018-06-06 19:13:59,Benzin,Manual,Manual,,red
1659,Citroen,M-Klasse,  2005_year ,2006-02-24,,116.0,2,3564.0,2113.0,1430,269685.0,86.0,2032,2018-06-12 10:45:18,Benzin,Manual,Manual,,purple
1660,Fiat,C-Klasse,  2013_year ,2013-11-05,,138.0,2,4119.0,1914.0,1459,90376.0,102.0,15177,2018-06-26 15:35:30,Benzin,Manual,Auto,Big,red
1661,Citroen,207,  2006_year ,2007-01-18,,221.0,2,3806.0,2324.0,1468,102022.0,164.0,7542,2018-08-16 15:34:00,Diesel,Auto_or_Hybrid,Auto,Big,red
1662,Hyundai,A-Klasse,  2003_year ,2003-11-14,,129.0,3,3711.0,1992.0,1480,337250.0,95.0,3020,2018-04-11 13:08:30,Benzin,Auto_or_Hybrid,Auto,,purple
1663,Mazda,C4,  2013_year ,2013-10-14,,109.0,2,3740.0,2266.0,1695,38593.0,80.0,8730,2018-07-02 16:13:26,Benzin,Manual,Manual,,white
1664,Opel,Focus,  2006_year ,2006-10-17,,64.0,2,3776.0,2079.0,1497,20217.0,47.0,2943,2018-08-01 17:24:51,Benzin,Manual,Manual,,black
1665,Fiat,C5,  2010_year ,2010-11-22,,146.0,2,4005.0,2241.0,1515,101670.0,108.0,13599,2018-07-09 10:56:20,Diesel,Auto_or_Hybrid,Auto,,red
1666,Honda,Zafira,  2006_year ,2007-09-19,,101.0,2,3723.0,2150.0,1533,153219.0,73.0,1723,2018-06-17 14:35:10,Benzin,Manual,Auto,,silver
1667,Kia,Evoque,  2011_year ,2011-08-05,,67.0,1,3497.0,2182.0,1488,125320.0,49.0,3108,2018-08-12 16:26:09,Diesel,Manual,Manual,,white
1668,Kia,A4,  2011_year ,2011-03-07,,156.0,2,3608.0,2251.0,1535,169023.0,115.0,4540,2018-07-11 15:58:35,Diesel,Manual,Auto,,purple
1669,Audi,Passat,  2004_year ,2004-02-19,,90.0,2,3489.0,2278.0,1437,160360.0,67.0,1014,2018-07-14 09:20:57,Benzin,Manual,Manual,,silver
1670,Citroen,500,  1999_year ,1999-04-23,,125.0,2,3484.0,2157.0,1415,170966.0,92.0,874,2018-06-30 08:12:05,Benzin,Manual,Auto,,silver
1671,Kia,Evoque,  2011_year ,2011-12-29,,85.0,2,3840.0,2176.0,1488,48567.0,62.0,6794,2018-05-29 13:50:49,Benzin,Manual,Manual,Big,black
1672,Honda,Zafira,  2005_year ,2005-04-21,,141.0,1,3408.0,2336.0,1533,150695.0,104.0,1448,2018-07-20 17:09:40,Benzin,Manual,Auto,,brown
1673,Mercedes-Benz,Caddy,  2011_year ,2011-06-09,,61.0,2,3487.0,1992.0,1565,88210.0,46.0,3979,2018-04-05 09:26:23,Benzin,Auto_or_Hybrid,,,silver
1674,BMW,3er,  2001_year ,2001-11-05,,115.0,2,3477.0,2024.0,1444,553485.0,85.0,711,2018-06-02 13:31:57,Diesel,Manual,Auto,,purple
1675,Toyota,S 60,  2000_year ,2000-03-06,,94.0,2,3449.0,2226.0,1457,298242.0,69.0,536,2018-03-31 12:34:30,Diesel,Manual,,,purple
1676,Dacia,Kuga,  2010_year ,2010-02-18,,131.0,2,3629.0,1983.0,1470,104729.0,96.0,5499,2018-04-22 15:16:30,Diesel,Manual,Auto,,red
1677,BMW,CR-V,  2005_year ,2005-04-22,,77.0,2,3718.0,2284.0,1485,115139.0,56.0,2378,2018-05-25 12:50:46,Benzin,Manual,Manual,,black
1678,Citroen,Qashqai,  2012_year ,2013-05-13,1.0,163.0,2,4084.0,1854.0,1661,45377.0,119.0,15754,2018-05-06 13:38:08,Benzin,Manual,Auto,Big,red
1679,Citroen,207,  2006_year ,2006-10-26,,186.0,2,3523.0,2125.0,1491,140515.0,137.0,6271,2018-05-07 13:58:25,Diesel,Auto_or_Hybrid,Auto,Big,red
1680,BMW,3er,  2001_year ,2001-08-07,,95.0,1,3535.0,2107.0,1485,168121.0,69.0,667,2018-05-06 14:34:17,Benzin,Manual,Manual,,black
1681,Fiat,C-Klasse,  2010_year ,2010-06-14,,162.0,2,3698.0,2159.0,1459,207501.0,120.0,8034,2018-07-18 14:45:05,Benzin,Manual,Auto,Big,red
1682,Hyundai,Meriva,  2009_year ,2009-05-18,,92.0,2,3514.0,2016.0,1530,80786.0,68.0,4282,2018-07-03 08:12:42,Benzin,Manual,Manual,,brown
1683,BMW,206,  2016_year ,2017-02-10,,160.0,2,4055.0,1812.0,1453,11260.0,117.0,17556,2018-06-09 14:18:34,Benzin,Auto_or_Hybrid,Manual,,white
1684,Honda,911,  2007_year ,2007-11-13,,79.0,2,3668.0,2021.0,1472,98766.0,58.0,1670,2018-05-25 13:26:22,Benzin,Manual,,,brown
1685,Land Rover,V 70,  2009_year ,2009-05-22,1.0,221.0,2,4100.0,2171.0,1653,108342.0,163.0,18872,2018-06-03 10:01:56,Benzin,Manual,Auto,Big,red
1686,Land Rover,A5,  2006_year ,2006-02-07,,169.0,2,3816.0,1987.0,1428,98367.0,124.0,7800,2018-10-14 11:32:46,Benzin,Manual,Auto,Big,red
1687,Land Rover,Clio,  2013_year ,2013-07-23,,198.0,2,3825.0,2065.0,1391,96228.0,145.0,16905,2018-05-19 13:46:55,Diesel,Auto_or_Hybrid,Auto,Big,gray
1688,Dacia,Kuga,  2008_year ,2008-12-08,1.0,122.0,2,3861.0,1975.0,1533,165895.0,90.0,5609,2018-08-22 12:02:50,Diesel,Manual,Auto,Big,brown
1689,Opel,Ibiza,  2011_year ,2011-11-01,,104.0,2,3773.0,2011.0,1534,270362.0,77.0,4580,2018-06-12 13:43:16,Diesel,Auto_or_Hybrid,Auto,Big,brown
1690,Kia,Golf V,  2010_year ,2010-12-06,,120.0,2,3841.0,2166.0,1498,152383.0,89.0,4618,2018-06-08 08:20:23,Diesel,Manual,Auto,Big,red
1691,Mazda,C4,  2010_year ,2010-10-05,,97.0,1,3509.0,2149.0,1695,101157.0,72.0,5183,2018-08-23 12:09:50,Diesel,Manual,Manual,,red
1692,Kia,E-Klasse,  2008_year ,2009-03-20,,97.0,2,3785.0,2399.0,1624,63394.0,72.0,2946,2018-05-30 13:40:49,Diesel,Manual,Manual,,silver
1693,Land Rover,A5,  2009_year ,2009-02-06,,193.0,2,3840.0,2334.0,1436,184506.0,141.0,5549,2018-09-13 13:22:45,Benzin,Auto_or_Hybrid,Auto,Big,brown
1694,BMW,Insignia,  2012_year ,2012-09-18,,148.0,2,3952.0,2205.0,1470,116850.0,109.0,9388,2018-05-09 16:25:32,Diesel,Manual,Auto,Big,red
1695,Land Rover,Civic,  2009_year ,2009-09-09,,174.0,2,3584.0,2180.0,1463,193243.0,128.0,5670,2018-08-07 13:39:20,Diesel,Auto_or_Hybrid,Auto,Big,red
1696,Land Rover,A5,  2009_year ,2009-08-25,1.0,194.0,2,3863.0,2097.0,1427,191972.0,143.0,6614,2018-05-12 10:06:32,Benzin,Auto_or_Hybrid,Auto,Big,purple
1697,Kia,Golf V,  2011_year ,2011-04-27,,150.0,2,3876.0,2092.0,1520,241214.0,110.0,4950,2018-04-15 11:52:24,Diesel,Auto_or_Hybrid,Auto,Big,red
1698,BMW,i30,  2012_year ,2013-09-23,,99.0,2,3881.0,2281.0,1861,122578.0,73.0,11323,2018-10-15 17:30:49,Diesel,Manual,Auto,,gray
1699,Dacia,Kuga,  2007_year ,2007-09-26,,156.0,2,3693.0,2221.0,1451,192831.0,115.0,4557,2018-10-25 12:51:19,Diesel,Manual,Auto,Mobile,purple
1700,Land Rover,Civic,  2012_year ,2012-04-05,1.0,268.0,2,4439.0,1908.0,1461,102236.0,197.0,29407,2018-05-21 17:49:59,Diesel,Auto_or_Hybrid,Auto,Big,white
1701,Renault,Golf VII,  2008_year ,2009-09-10,,102.0,1,3635.0,2067.0,1535,74038.0,76.0,3951,2018-08-18 12:07:50,Benzin,Manual,Auto,,brown
1702,Seat,Yaris,  2005_year ,2005-07-11,,125.0,1,3607.0,2033.0,1452,220390.0,91.0,1030,2018-06-25 16:58:56,Diesel,Manual,Auto,,brown
1703,Land Rover,Civic,  2013_year ,2013-09-18,,169.0,2,3918.0,2214.0,1461,185306.0,124.0,13574,2018-05-02 16:34:24,Diesel,Auto_or_Hybrid,Auto,Big,red
1704,Honda,911,  2008_year ,2008-12-19,,114.0,2,3782.0,2120.0,1472,131988.0,84.0,2911,2018-04-25 10:34:51,Benzin,Manual,Auto,,brown
1705,BMW,CR-V,  2005_year ,2005-04-21,,64.0,2,3440.0,2197.0,1485,145997.0,47.0,1541,2018-08-02 16:05:05,Benzin,Manual,Manual,,brown
